Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
licorice liqueur,20,20,1300,23,1.93,https://example.com/info/licorice-liqueur-guide.html,1,0.0,1.0,0.28,1540000,"[100,68,68,84,100,68,84,84,68,52,68,68]",2023-09-06,"Sitelinks, Reviews, Image, People also ask, Recipes, Popular products, Related searches",informational,Organic
white filled,25,25,1300,27,2.18,https://example.com/info/white-pus-filled-bumps-causes-treatment-prevention.html,1,0.0,2.0,0.24,8990000000,"[81,62,62,62,81,81,81,81,81,55,62,62]",2023-09-09,"Image pack, Image, People also ask, Indented, Related searches",informational,Organic
does vshred really work,18,18,1300,27,1.34,https://example.com/blog/does-vshred-diet-work-nao-medical/,1,0.0,1.0,0.05,117000000,"[20,7,3,4,13,65,65,100,82,44,44,82]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, Video Carousel, People also ask, FAQ, Indented, Related searches",informational,Organic
magnum pills,25,25,1000,22,2.2,https://example.com/blog/magnum-pills-side-effects-nao-medical/,1,0.0,2.0,1.0,97,"[52,84,52,52,84,68,52,52,37,46,68,68]",2023-09-05,"Image, People also ask, Indented, Related searches","informational, transactional",Organic
bup on a drug test,21,21,1000,21,9.25,https://example.com/info/what-is-bup-on-a-drug-test.html,1,0.0,9.0,0.01,787000,"[54,30,36,36,30,41,100,41,36,20,13,20]",2023-09-08,,informational,Organic
are yellow teeth stronger,23,23,1000,22,2.16,https://example.com/info/are-yellow-teeth-healthier.html,1,0.0,2.0,0.01,31700000,"[13,10,8,10,54,79,54,79,100,54,54,30]",2023-09-05,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
bed bug droppings,35,35,2400,27,4.58,https://example.com/info/bed-bug-fecal-information.html,1,0.0,4.0,0.01,10900000,"[82,100,82,55,65,55,44,82,82,82,82,100]",2023-09-05,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
creatine hmb,27,27,1900,28,2.22,https://example.com/info/creatine-hmb-transparent-labs-benefits-dosage-side-effects.html,1,0.0,2.0,1.0,2660000,"[44,34,34,30,65,82,100,100,100,65,82,65]",2023-09-07,"Sitelinks, Reviews, Image, Video Carousel, People also ask, Related products, Related searches","informational, transactional",Organic
bubble test heart,26,26,1000,29,1.84,https://example.com/blog/bubble-test-for-heart-nao-medical/,1,0.0,1.0,0.03,110000000,"[55,62,62,55,55,62,81,100,81,62,81,62]",2023-09-08,"Sitelinks, People also ask, Related searches","commercial, informational",Organic
mounjaro prescription online,27,0,1900,25,4.47,https://example.com/health/dr-who-will-prescribe-mounjaro/,1,0.0,4.0,0.41,334000,"[7,10,52,80,100,66,52,52,66,66,44,44]",2023-09-10,"Sitelinks, Reviews, Ads top, Ads bottom, People also ask, FAQ, Related searches","commercial, informational",Organic
echo with bubble study,24,24,1300,29,1.75,https://example.com/info/echo-w-bubble-study-everything-you-need-to-know.html,1,0.0,1.0,0.01,7430000,"[41,41,41,66,30,79,79,66,36,54,79,54]",2023-09-03,"People also ask, Indented, Related searches","commercial, informational",Organic
echo with bubble study,25,25,1300,29,1.75,https://example.com/info/echo-with-bubble-study-indications.html,1,0.0,1.0,0.01,7430000,"[41,41,41,66,30,79,79,66,36,54,79,54]",2023-09-03,"People also ask, Indented, Related searches","commercial, informational",Organic
can you get the flu in the summer,22,22,1300,24,1.2,https://example.com/info/can-you-get-the-flu-in-the-summer.html,1,0.0,1.0,0.0,132000000,"[43,15,3,2,1,1,1,1,2,10,36,100]",2023-09-05,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
rib x ray,21,21,1300,28,2.5,https://example.com/info/ribs-x-ray-anatomy-guide.html,1,0.0,2.0,0.0,31500000,"[84,84,11,11,84,100,11,100,11,100,84,84]",2023-09-06,"Image pack, Image, People also ask, Indented, Related searches",informational,Organic
dolor de la cabeza lado izquierdo,21,21,1000,26,1.84,https://example.com/blog/dolor-de-cabeza-lado-izquierdo-covid-nao-medical/,1,0.0,1.0,0.03,6340000,"[65,65,100,65,82,0,0,0,0,0,0,0]",2023-09-09,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
dolor de la cabeza lado izquierdo,22,22,1000,26,1.84,https://example.com/info/porque-duele-el-cerebro-del-lado-izquierdo.html,1,0.0,1.0,0.03,6340000,"[65,65,100,65,82,0,0,0,0,0,0,0]",2023-09-09,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
cortisol manager,38,32,4400,23,1.29,https://example.com/blog/integrative-therapeutics-cortisol-manager/,1,0.0,1.0,1.0,5120000,"[66,66,54,66,54,81,100,100,66,54,54,54]",2023-09-09,"Knowledge panel, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related products, Related searches","informational, transactional",Organic
can birth control make you tired,17,17,1300,21,1.48,https://example.com/info/can-birth-control-make-you-tired.html,1,0.0,1.0,0.02,100,"[65,44,44,44,34,44,44,44,44,44,34,44]",2023-09-05,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
free phlebotomy training,17,17,1300,21,1.56,https://example.com/info/free-phlebotomy-course-nyc.html,1,0.0,1.0,0.45,6170000,"[62,81,62,62,81,100,62,81,81,62,81,62]",2023-09-04,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
ground bees sting,19,19,1000,25,1.25,https://example.com/info/ground-dwelling-bees-sting.html,1,0.0,1.0,0.01,4160000,"[66,36,19,3,1,1,1,3,4,7,3,24]",2023-09-06,"Carousel, Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
vitamin c rose moisturizer,12,40,1000,22,1.84,https://example.com/info/biossance-squalane-vitamin-c-rose-moisturizer-benefits-usage-reviews.html,1,0.0,1.0,1.0,16700000,"[52,80,100,66,10,7,1,0,1,0,0,0]",2023-09-09,"Knowledge panel, Image pack, Reviews, Image, Shopping ads, Video Carousel, People also ask, Indented, Popular products, Related searches","informational, transactional",Organic
potassium hydrogen phthalate,30,30,1900,25,2.07,https://example.com/info/understanding-ph-potassium-hydrogen-phthalate.html,1,0.0,2.0,0.04,1490000,"[13,54,100,65,16,20,54,100,43,29,10,10]",2023-09-05,"Knowledge panel, Reviews, Video, People also ask, Related searches",informational,Organic
mounjaro 7.5,17,0,1000,23,4.14,https://example.com/health/mounjaro-5-vs-7-5-medication-comparison/?amp=1,1,0.0,4.0,0.21,68,"[5,8,16,37,100,84,68,68,68,68,52,68]",2023-09-10,"Image pack, Sitelinks, Image, Ads top, People also ask","commercial, informational",Organic
pink kitty pill,17,66,1300,23,1.0,https://example.com/blog/pink-kitty-pill-side-effects-nao-medical/,1,0.0,1.0,0.98,7800000,"[24,29,24,24,18,24,18,24,18,29,29,29]",2023-09-09,"People also ask, Indented, Related searches","commercial, informational",Organic
are nature valley bars gluten free,19,19,1000,22,2.04,https://example.com/blog/are-nature-valley-chewy-granola-bars-gluten-free/,1,0.0,2.0,0.06,7310000,"[100,76,76,55,45,76,76,76,76,76,76,76]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
thomas english muffin nutrition,21,21,1000,24,2.8,https://example.com/info/nutrition-facts-thomas-english-muffin.html,1,0.0,2.0,0.84,3720000,"[81,55,81,45,62,30,62,62,62,62,62,55]",2023-09-07,"Image pack, Reviews, Video, Featured snippet, Image, People also ask, Recipes, Related searches",informational,Organic
clinitest covid test,29,46,1900,19,1.86,https://example.com/blog/clinitest-covid-test-false-positive/,1,0.0,1.0,0.17,112000,"[65,65,54,54,100,54,22,5,36,22,10,22]",2023-09-09,"Image, Video Carousel, People also ask, Related searches, See results about","informational, transactional",Organic
turkey sausage calories,21,21,1300,28,1.24,https://example.com/info/nutrition-facts-turkey-sausage.html,1,0.0,1.0,0.75,28000000,"[66,30,30,54,41,79,66,79,66,54,54,54]",2023-09-05,"Image pack, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
pulmonary parenchyma,19,19,1300,27,1.01,https://example.com/info/pulmonary-parenchyma-functions-structure-importance.html,1,0.0,1.0,0.01,91,"[41,54,66,54,54,54,54,79,54,54,54,54]",2023-09-06,"Knowledge panel, Image pack, Featured snippet, People also ask, Related searches",informational,Organic
vitamins for hangover,24,24,1000,13,2.55,https://example.com/blog/vitamins-that-help-hangovers/,1,0.0,2.0,1.0,4060000,"[55,62,81,45,81,55,55,62,55,100,62,62]",2023-09-08,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Indented, Related searches","commercial, informational",Organic
vitamins for hangover,25,25,1000,13,2.55,https://example.com/blog/what-vitamins-are-good-for-hangovers/,1,0.0,2.0,1.0,4060000,"[55,62,81,45,81,55,55,62,55,100,62,62]",2023-09-08,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Indented, Related searches","commercial, informational",Organic
cavity in front tooth,24,24,1000,28,2.16,https://example.com/info/what-does-a-cavity-look-like-on-front-teeth.html,1,0.0,2.0,0.01,16900000,"[20,16,24,27,100,24,20,24,20,20,20,52]",2023-09-07,"Image pack, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
spiders in wisconsin,24,24,1300,18,1.57,https://example.com/info/spider-bites-wisconsin-symptoms-treatment-prevention.html,1,0.0,1.0,0.0,12900000,"[100,29,54,22,16,10,1,5,22,54,13,13]",2023-09-05,"Video, People also ask, Related searches","commercial, informational",Organic
red vitamin,17,44,1300,16,1.06,https://example.com/info/benefits-of-a-red-vitamin.html,1,0.0,1.0,1.0,1440000000,"[84,52,52,52,46,100,52,68,52,68,46,84]",2023-09-09,"Image pack, Reviews, Image, Video Carousel, People also ask, Related searches",informational,Organic
red vitamin,19,45,1300,16,1.06,https://example.com/info/red-vitamins-benefits-uses.html,1,0.0,1.0,1.0,1440000000,"[84,52,52,52,46,100,52,68,52,68,46,84]",2023-09-09,"Image pack, Reviews, Image, Video Carousel, People also ask, Related searches",informational,Organic
topical dutasteride,34,34,1900,25,4.34,https://example.com/blog/dutasteride-topical-solution-hair-loss-treatment/,1,0.0,4.0,1.0,1280000,"[44,44,65,44,100,100,82,82,65,65,82,55]",2023-09-06,"Sitelinks, Image, People also ask, Related searches",informational,Organic
ipamorelin side effects,19,19,1000,27,1.39,https://example.com/info/cjc-1295-ipamorelin-and-semaglutide-comprehensive-guide-peptide-therapy.html,1,0.0,1.0,0.03,266000,"[100,100,100,100,76,100,67,100,76,76,76,76]",2023-09-07,"Sitelinks, Featured snippet, Image, People also ask",informational,Organic
constipation fever,24,0,1000,24,1.03,https://example.com/info/can-constipation-cause-fever-in-1-year-old.html,1,0.0,1.0,0.02,103000000,"[76,76,67,100,67,67,67,76,76,100,67,76]",2023-09-09,"Sitelinks, Featured snippet, Image, People also ask, Indented, Related searches","commercial, informational",Organic
magnesium ascorbyl phosphate,18,18,1000,26,1.22,https://example.com/info/is-magnesium-ascorbyl-phosphate-vitamin-c.html,1,0.0,1.0,1.0,1790000,"[54,41,41,41,41,54,41,41,41,36,36,36]",2023-09-05,"Reviews, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
does adderall make you last longer in bed,24,24,1300,25,4.01,https://example.com/info/does-adderall-make-you-last-longer.html,1,0.0,4.0,0.04,5560000,"[81,100,81,62,55,62,100,62,62,81,81,62]",2023-09-09,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
can dry eyes cause blindness,25,25,1300,20,1.95,https://example.com/info/can-severe-dry-eyes-cause-blindness.html,1,0.0,1.0,0.24,40300000,"[55,55,55,62,81,100,81,100,81,62,81,81]",2023-09-03,"Sitelinks, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
apex of lung,29,59,1900,27,1.46,https://example.com/info/where-is-the-apex-of-the-lung-anatomy-and-function.html,1,0.0,1.0,0.0,27400000,"[24,44,66,29,24,53,44,53,29,24,18,35]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
15 month old sleep schedule,29,29,2400,17,1.39,https://example.com/blog/15-month-old-sleep-schedule-2-naps/,1,0.0,1.0,0.0,90,"[52,44,52,66,66,100,66,66,52,80,80,66]",2023-09-07,"Sitelinks, Video, People also ask, FAQ, Related searches",informational,Organic
single vision vs progressive,22,22,1300,27,1.79,https://example.com/blog/progressive-lens-vs-single-vision-nao-medical/,1,0.0,1.0,0.17,96800000,"[66,54,66,54,54,66,66,79,66,54,54,41]",2023-09-05,"Featured snippet, Video Carousel, People also ask, Indented, Related searches",informational,Organic
what do beetroots taste like,34,34,1600,28,3.38,https://example.com/blog/what-do-beets-taste-like-in-a-smoothie/,1,0.0,3.0,0.0,39400000,"[100,0,0,80,52,80,0,10,66,80,100,0]",2023-09-05,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
does blue cross blue shield cover weight loss injections,29,29,2400,27,1.87,https://example.com/info/does-blue-cross-blue-shield-cover-wegovy-for-weight-loss.html,1,0.0,1.0,0.15,3380000,"[10,20,27,36,44,100,80,80,80,80,80,66]",2023-09-08,"Image, People also ask, Indented, Related searches",informational,Organic
how bad is wisdom teeth removal without anesthesia,21,21,1300,22,5.1,https://example.com/info/wisdom-teeth-removal-without-anesthesia-2.html,1,0.0,5.0,0.01,3780000,"[62,55,55,55,100,100,81,81,62,81,81,81]",2023-09-06,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
vodka ginger ale,19,19,1000,25,1.95,https://example.com/info/ginger-ale-vodka-cocktail-recipe.html,1,0.0,1.0,0.02,25600000,"[52,52,68,68,84,68,52,52,52,52,52,52]",2023-09-05,"Sitelinks, Reviews, Image, People also ask, Recipes, Indented, Related searches",informational,Organic
pure cardio insanity,20,20,1300,27,2.01,https://example.com/how-long-is-the-pure-cardio-workout-for-insanity-nao-medical/,1,0.0,2.0,0.01,73,"[81,62,62,55,100,100,81,100,81,62,81,81]",2023-09-05,"Reviews, Video, People also ask, Related searches",informational,Organic
goldspire ginkgo,17,17,1300,8,1.81,https://example.com/info/benefits-care-goldspire-ginkgo-trees.html,1,0.0,1.0,1.0,12700,"[54,66,54,16,20,30,41,54,79,79,66,41]",2023-09-04,"Image pack, Reviews, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
goldspire ginkgo,21,21,1300,8,1.81,https://example.com/info/full-grown-goldspire-ginkgo-guide-growing-caring.html,1,0.0,1.0,1.0,12700,"[54,66,54,16,20,30,41,54,79,79,66,41]",2023-09-04,"Image pack, Reviews, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
not losing weight on ozempic,18,18,1300,4,4.27,https://example.com/blog/not-losing-weight-on-ozempic/,1,0.0,4.0,0.03,2790000,"[11,13,16,20,20,34,44,65,65,82,100,100]",2023-09-07,"Image pack, Image, People also ask, Indented, Related searches",informational,Organic
a los cuantos dias puedo saber si estoy embarazada,33,33,2400,28,1.08,https://example.com/info/a-los-cuantos-dias-puedo-saber-si-estoy-embarazada.html,1,0.0,1.0,0.01,90,"[100,79,100,79,100,100,79,100,79,100,100,100]",2023-09-07,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
pfas in sparkling water,24,24,1300,19,1.5,https://example.com/info/consumer-reports-pfas-sparkling-water.html,1,0.0,1.0,0.04,69900,"[10,3,7,16,16,100,52,44,36,66,24,36]",2023-09-05,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
tequila and ginger ale,17,17,1300,19,1.01,https://example.com/info/tequila-ginger-ale-cocktail-recipe.html,1,0.0,1.0,0.03,15400000,"[52,68,68,52,84,68,68,68,52,68,68,52]",2023-09-05,"Sitelinks, Reviews, Image, People also ask, Recipes, Indented, Related searches",informational,Organic
can you drive after a root canal,21,21,1300,9,4.71,https://example.com/info/can-i-drive-home-after-a-root-canal.html,1,0.0,4.0,0.0,13100000,"[36,22,29,29,29,36,29,29,36,36,36,29]",2023-09-07,"Featured snippet, People also ask, Related searches",informational,Organic
bed bugs poop,22,22,1000,27,4.37,https://example.com/info/do-bed-bugs-poop.html,1,0.0,4.0,0.0,12500000,"[43,20,22,13,7,7,7,13,100,20,16,29]",2023-09-04,"Sitelinks, People also ask, Indented, Related searches","commercial, informational",Organic
how to flush alcohol out of your system,37,37,1600,13,3.18,https://example.com/info/does-water-flush-alcohol-out-of-urine.html,1,0.0,3.0,0.1,293000000,"[43,43,29,29,43,54,43,43,29,36,29,36]",2023-09-04,"Sitelinks, People also ask, Indented",informational,Organic
g cup bra size,28,28,1600,28,1.09,https://example.com/info/ultimate-guide-38-g-cup.html,1,0.0,1.0,0.27,29200000,"[13,44,44,44,55,65,44,55,44,55,65,100]",2023-09-06,"Image pack, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
rosacea seborrheic dermatitis face,18,18,1000,25,2.12,https://example.com/info/understanding-rosacea-seborrheic-dermatitis-face.html,1,0.0,2.0,0.01,4480000,"[36,45,45,62,55,81,100,81,81,81,62,62]",2023-09-07,"Image pack, Image, People also ask, Indented, Related searches",informational,Organic
